State,County,County/St,McCainVt,ObamaVt,McCainPt,ObamaPt,PtDiff8,PtDiffCrp8,PVI08,BushVt,KerryVt,BushPt,KerryPt,PtDiff4,PtDiffCrp4,PVI04,PVIShift,AdjShift,PtGOPChg,Cnty_US
Tennessee,Marion,"Macon, TN ",6746,4506,59.95%,40.05%,19.91%,19.91%,26.07%,5862,5548,51.38%,48.62%,2.75%,2.75%,0.26%,17.16%,25.81%,16.70%,25.14%
Tennessee,Marshall,"Madison, TN ",6755,4319,61.00%,39.00%,22.00%,22.00%,28.16%,5825,4722,55.23%,44.77%,10.46%,10.46%,7.97%,11.54%,20.19%,10.45%,18.89%
Tennessee,Maury,"Marion, TN ",20282,13057,60.84%,39.16%,21.67%,21.67%,27.84%,17505,12379,58.58%,41.42%,17.15%,17.15%,14.67%,4.52%,13.17%,3.86%,12.30%
Tennessee,McMinn,"Marshall, TN ",12984,5539,70.10%,29.90%,40.19%,30.00%,46.36%,11980,5891,67.04%,32.96%,34.07%,30.00%,31.58%,6.12%,14.77%,4.57%,13.01%
Tennessee,McNairy,"Maury, TN ",7134,3131,69.50%,30.50%,39.00%,30.00%,45.16%,5787,4101,58.53%,41.47%,17.05%,17.05%,14.56%,21.95%,30.60%,18.75%,27.19%
Tennessee,Macon,"McMinn, TN ",5145,2060,71.41%,28.59%,42.82%,30.00%,48.98%,4670,2738,63.04%,36.96%,26.08%,26.08%,23.59%,16.74%,25.39%,13.28%,21.72%
Tennessee,Madison,"McNairy, TN ",23289,20027,53.77%,46.23%,7.53%,7.53%,13.70%,21679,16840,56.28%,43.72%,12.56%,12.56%,10.07%,-5.03%,3.62%,-4.47%,3.97%
Tennessee,Meigs,"Meigs, TN ",2795,1371,67.09%,32.91%,34.18%,30.00%,40.35%,2500,1595,61.05%,38.95%,22.10%,22.10%,19.61%,12.08%,20.73%,9.89%,18.34%
Tennessee,Monroe,"Monroe, TN ",11478,5049,69.45%,30.55%,38.90%,30.00%,45.07%,10123,5354,65.41%,34.59%,30.81%,30.00%,28.33%,8.09%,16.74%,6.18%,14.63%
Tennessee,Montgomery,"Montgomery, TN ",30103,25634,54.01%,45.99%,8.02%,8.02%,14.18%,28627,20070,58.79%,41.21%,17.57%,17.57%,15.08%,-9.55%,-0.90%,-8.13%,0.32%
Tennessee,Moore,"Moore, TN ",2010,881,69.53%,30.47%,39.05%,30.00%,45.22%,1668,1084,60.61%,39.39%,21.22%,21.22%,18.73%,17.83%,26.48%,14.71%,23.15%
Tennessee,Morgan,"Morgan, TN ",4717,1969,70.55%,29.45%,41.10%,30.00%,47.27%,4401,2924,60.08%,39.92%,20.16%,20.16%,17.68%,20.94%,29.59%,17.42%,25.87%
Tennessee,Obion,"Obion, TN ",8873,4308,67.32%,32.68%,34.63%,30.00%,40.80%,7859,5549,58.61%,41.39%,17.23%,17.23%,14.74%,17.40%,26.06%,14.85%,23.29%
Tennessee,Overton,"Overton, TN ",4495,3418,56.81%,43.19%,13.61%,13.61%,19.78%,3941,4518,46.59%,53.41%,-6.82%,-6.82%,-9.31%,20.43%,29.09%,21.93%,30.37%
Tennessee,Perry,"Perry, TN ",1596,1329,54.56%,45.44%,9.13%,9.13%,15.29%,1522,1579,49.08%,50.92%,-1.84%,-1.84%,-4.33%,10.97%,19.62%,11.17%,19.62%
Tennessee,Pickett,"Pickett, TN ",1784,854,67.63%,32.37%,35.25%,30.00%,41.42%,1600,1033,60.77%,39.23%,21.53%,21.53%,19.05%,13.72%,22.37%,11.29%,19.73%
Tennessee,Polk,"Polk, TN ",4267,2124,66.77%,33.23%,33.53%,30.00%,39.70%,3924,2724,59.03%,40.97%,18.05%,18.05%,15.56%,15.48%,24.13%,13.11%,21.56%
Tennessee,Putnam,"Putnam, TN ",17098,9735,63.72%,36.28%,27.44%,27.44%,33.61%,15637,10566,59.68%,40.32%,19.35%,19.35%,16.86%,8.09%,16.74%,6.78%,15.22%
Tennessee,Rhea,"Rhea, TN ",8033,2905,73.44%,26.56%,46.88%,30.00%,53.05%,7301,3665,66.58%,33.42%,33.16%,30.00%,30.67%,13.73%,22.38%,10.31%,18.75%
Tennessee,Roane,"Roane, TN ",15643,7222,68.41%,31.59%,36.83%,30.00%,42.99%,14467,8706,62.43%,37.57%,24.86%,24.86%,22.37%,11.97%,20.62%,9.59%,18.03%
Tennessee,Robertson,"Robertson, TN ",17903,9318,65.77%,34.23%,31.54%,30.00%,37.70%,15331,9865,60.85%,39.15%,21.69%,21.69%,19.21%,9.84%,18.50%,8.09%,16.53%
Tennessee,Rutherford,"Rutherford, TN ",59850,40412,59.69%,40.31%,19.39%,19.39%,25.55%,52200,31647,62.26%,37.74%,24.51%,24.51%,22.02%,-5.13%,3.53%,-4.12%,4.33%
Tennessee,Scott,"Scott, TN ",4931,1720,74.14%,25.86%,48.28%,30.00%,54.44%,4509,3086,59.37%,40.63%,18.74%,18.74%,16.25%,29.54%,38.20%,24.88%,33.32%
Tennessee,Sequatchie,"Sequatchie, TN ",3606,1717,67.74%,32.26%,35.49%,30.00%,41.65%,2951,1986,59.77%,40.23%,19.55%,19.55%,17.06%,15.94%,24.59%,13.33%,21.78%
Tennessee,Sevier,"Sevier, TN ",24915,8597,74.35%,25.65%,48.69%,30.00%,54.86%,22143,8621,71.98%,28.02%,43.95%,30.00%,41.47%,4.74%,13.39%,3.29%,11.74%
Tennessee,Shelby,"Shelby, TN ",143422,253633,36.12%,63.88%,-27.76%,-27.76%,-21.59%,158137,216945,42.16%,57.84%,-15.68%,-15.68%,-18.17%,-12.08%,-3.42%,-14.32%,-5.88%
Tennessee,Smith,"Smith, TN ",4561,2990,60.40%,39.60%,20.81%,20.81%,26.97%,3739,4044,48.04%,51.96%,-3.92%,-3.92%,-6.41%,24.72%,33.38%,25.73%,34.18%
Tennessee,Stewart,"Stewart, TN ",2956,2470,54.48%,45.52%,8.96%,8.96%,15.12%,2675,2860,48.33%,51.67%,-3.34%,-3.34%,-5.83%,12.30%,20.95%,12.72%,21.17%
Tennessee,Sullivan,"Sullivan, TN ",44802,18346,70.95%,29.05%,41.90%,30.00%,48.06%,42555,19637,68.43%,31.57%,36.85%,30.00%,34.36%,5.04%,13.70%,3.69%,12.13%
Tennessee,Sumner,"Sumner, TN ",44947,21486,67.66%,32.34%,35.32%,30.00%,41.48%,40181,21458,65.19%,34.81%,30.38%,30.00%,27.89%,4.94%,13.59%,3.79%,12.23%
Tennessee,Tipton,"Tipton, TN ",17114,7911,68.39%,31.61%,36.78%,30.00%,42.94%,14178,7379,65.77%,34.23%,31.54%,30.00%,29.05%,5.24%,13.89%,3.98%,12.42%
Tennessee,Trousdale,"Trousdale, TN ",1687,1474,53.37%,46.63%,6.74%,6.74%,12.90%,1314,1851,41.52%,58.48%,-16.97%,-16.97%,-19.45%,23.71%,32.36%,28.55%,36.99%
Tennessee,Unicoi,"Unicoi, TN ",5011,2106,70.41%,29.59%,40.82%,30.00%,46.98%,5030,2374,67.94%,32.06%,35.87%,30.00%,33.38%,4.95%,13.60%,3.64%,12.08%
Tennessee,Union,"Union, TN ",4461,1828,70.93%,29.07%,41.87%,30.00%,48.03%,4145,2524,62.15%,37.85%,24.31%,24.31%,21.82%,17.56%,26.21%,14.13%,22.57%
Tennessee,Van Buren,"Van Buren, TN ",1293,849,60.36%,39.64%,20.73%,20.73%,26.89%,1120,1209,48.09%,51.91%,-3.82%,-3.82%,-6.31%,24.55%,33.20%,25.53%,33.97%
Tennessee,Warren,"Warren, TN ",25957,17650,59.52%,40.48%,19.05%,19.05%,25.22%,7503,6808,52.43%,47.57%,4.86%,4.86%,2.37%,14.19%,22.85%,13.54%,21.98%
Tennessee,Washington,"Washington, TN ",32216,15894,66.96%,33.04%,33.93%,30.00%,40.09%,29735,14944,66.55%,33.45%,33.11%,30.00%,30.62%,0.82%,9.47%,0.62%,9.06%
Tennessee,Wayne,"Wayne, TN ",4075,1355,75.05%,24.95%,50.09%,30.00%,56.26%,3999,1951,67.21%,32.79%,34.42%,30.00%,31.93%,15.67%,24.33%,11.66%,20.10%
Tennessee,Weakley,"Weakley, TN ",8853,4594,65.84%,34.16%,31.67%,30.00%,37.84%,7817,5588,58.31%,41.69%,16.63%,16.63%,14.14%,15.04%,23.70%,12.90%,21.34%
Tennessee,White,"White, TN ",6100,3369,64.42%,35.58%,28.84%,28.84%,35.01%,5269,4147,55.96%,44.04%,11.92%,11.92%,9.43%,16.93%,25.58%,15.12%,23.57%
Tennessee,Williamson,"Williamson, TN ",64843,27879,69.93%,30.07%,39.87%,30.00%,46.03%,57451,21732,72.55%,27.45%,45.11%,30.00%,42.62%,-5.24%,3.41%,-3.61%,4.83%
Tennessee,Wilson,"Wilson, TN ",33767,15462,68.59%,31.41%,37.18%,30.00%,43.35%,28924,15277,65.44%,34.56%,30.87%,30.00%,28.39%,6.31%,14.96%,4.82%,13.26%
Texas,Anderson,"Anderson, TX ",11855,4624,71.94%,28.06%,43.88%,30.00%,50.05%,11525,4678,71.13%,28.87%,42.26%,30.00%,39.77%,1.62%,10.28%,1.14%,9.58%
Texas,Andrews,"Andrews, TX ",3815,790,82.84%,17.16%,65.69%,30.00%,71.85%,3837,677,85.00%,15.00%,70.00%,30.00%,67.52%,-4.31%,4.34%,-2.54%,5.91%
Texas,Angelina,"Angelina, TX ",19569,9377,67.61%,32.39%,35.21%,30.00%,41.38%,18932,9302,67.05%,32.95%,34.11%,30.00%,31.62%,1.10%,9.76%,0.82%,9.27%
Texas,Aransas,"Aransas, TX ",6691,3005,69.01%,30.99%,38.02%,30.00%,44.18%,6569,2640,71.33%,28.67%,42.66%,30.00%,40.18%,-4.65%,4.00%,-3.26%,5.18%
Texas,Archer,"Archer, TX ",3591,739,82.93%,17.07%,65.87%,30.00%,72.03%,3556,878,80.20%,19.80%,60.40%,30.00%,57.91%,5.47%,14.12%,3.41%,11.85%
Texas,Armstrong,"Armstrong, TX ",856,128,86.99%,13.01%,73.98%,30.00%,80.15%,830,170,83.00%,17.00%,66.00%,30.00%,63.51%,7.98%,16.64%,4.81%,13.25%
Texas,Atascosa,"Atascosa, TX ",5546,4400,55.76%,44.24%,11.52%,11.52%,17.69%,7635,4421,63.33%,36.67%,26.66%,26.66%,24.17%,-15.14%,-6.48%,-11.95%,-3.51%
Texas,Austin,"Austin, TX ",8777,2819,75.69%,24.31%,51.38%,30.00%,57.55%,8072,2582,75.76%,24.24%,51.53%,30.00%,49.04%,-0.15%,8.50%,-0.10%,8.34%
Texas,Bailey,"Bailey, TX ",1618,680,70.41%,29.59%,40.82%,30.00%,46.98%,1882,525,78.19%,21.81%,56.38%,30.00%,53.89%,-15.56%,-6.91%,-9.95%,-1.51%
Texas,Bandera,"Bandera, TX ",6934,2248,75.52%,24.48%,51.03%,30.00%,57.20%,6933,1738,79.96%,20.04%,59.91%,30.00%,57.42%,-8.88%,-0.22%,-5.55%,2.89%
Texas,Bastrop,"Bastrop, TX ",13797,11678,54.16%,45.84%,8.32%,8.32%,14.48%,13290,9794,57.57%,42.43%,15.14%,15.14%,12.66%,-6.83%,1.83%,-5.93%,2.51%
Texas,Baylor,"Baylor, TX ",1262,366,77.52%,22.48%,55.04%,30.00%,61.20%,1169,467,71.45%,28.55%,42.91%,30.00%,40.42%,12.13%,20.78%,8.49%,16.93%
Texas,Bee,"Bee, TX ",4467,3645,55.07%,44.93%,10.13%,10.13%,16.30%,5428,4045,57.30%,42.70%,14.60%,14.60%,12.11%,-4.47%,4.19%,-3.90%,4.55%
Texas,Bell,"Bell, TX ",49066,40185,54.98%,45.02%,9.95%,9.95%,16.12%,52135,27165,65.74%,34.26%,31.49%,30.00%,29.00%,-21.54%,-12.88%,-16.38%,-7.94%
Texas,Bexar,"Bexar, TX ",245932,275023,47.21%,52.79%,-5.58%,-5.58%,0.58%,260698,210976,55.27%,44.73%,10.54%,10.54%,8.05%,-16.13%,-7.47%,-14.59%,-6.14%
Texas,Blanco,"Blanco, TX ",3417,1466,69.98%,30.02%,39.95%,30.00%,46.12%,3277,1267,72.12%,27.88%,44.23%,30.00%,41.75%,-4.28%,4.37%,-2.97%,5.48%
Texas,Borden,"Borden, TX ",316,40,88.76%,11.24%,77.53%,30.00%,83.69%,303,55,84.64%,15.36%,69.27%,30.00%,66.79%,8.25%,16.91%,4.88%,13.32%
Texas,Bosque,"Bosque, TX ",5760,1796,76.23%,23.77%,52.46%,30.00%,58.63%,5737,1815,75.97%,24.03%,51.93%,30.00%,49.45%,0.53%,9.18%,0.35%,8.79%
Texas,Bowie,"Bowie, TX ",24136,10801,69.08%,30.92%,38.17%,30.00%,44.33%,21791,11880,64.72%,35.28%,29.43%,29.43%,26.95%,8.73%,17.39%,6.75%,15.19%
Texas,Brazoria,"Brazoria, TX ",67444,36461,64.91%,35.09%,29.82%,29.82%,35.98%,63662,28904,68.77%,31.23%,37.55%,30.00%,35.06%,-7.73%,0.92%,-5.62%,2.82%
Texas,Brazos,"Brazos, TX ",37403,20459,64.64%,35.36%,29.28%,29.28%,35.45%,37594,16128,69.98%,30.02%,39.96%,30.00%,37.47%,-10.67%,-2.02%,-7.63%,0.82%
Texas,Brewster,"Brewster, TX ",1819,1781,50.53%,49.47%,1.06%,1.06%,7.22%,1980,1729,53.38%,46.62%,6.77%,6.77%,4.28%,-5.71%,2.94%,-5.35%,3.09%
Texas,Briscoe,"Briscoe, TX ",616,205,75.03%,24.97%,50.06%,30.00%,56.23%,620,191,76.45%,23.55%,52.90%,30.00%,50.41%,-2.84%,5.82%,-1.86%,6.59%
Texas,Brooks,"Brooks, TX ",556,1747,24.14%,75.86%,-51.72%,-30.00%,-45.55%,845,1823,31.67%,68.33%,-36.66%,-30.00%,-39.14%,-15.06%,-6.41%,-23.77%,-15.33%
Texas,Brown,"Brown, TX ",12049,2819,81.04%,18.96%,62.08%,30.00%,68.25%,11640,2523,82.19%,17.81%,64.37%,30.00%,61.88%,-2.29%,6.36%,-1.39%,7.05%
Texas,Burleson,"Burleson, TX ",4546,2053,68.89%,31.11%,37.78%,30.00%,43.94%,4405,2276,65.93%,34.07%,31.87%,30.00%,29.38%,5.91%,14.57%,4.48%,12.93%
Texas,Burnet,"Burnet, TX ",12034,4596,72.36%,27.64%,44.73%,30.00%,50.89%,11456,4147,73.42%,26.58%,46.84%,30.00%,44.36%,-2.12%,6.54%,-1.44%,7.00%
Texas,Caldwell,"Caldwell, TX ",6084,5385,53.05%,46.95%,6.09%,6.09%,12.26%,6436,5052,56.02%,43.98%,12.05%,12.05%,9.56%,-5.95%,2.70%,-5.31%,3.13%
Texas,Calhoun,"Calhoun, TX ",4106,2727,60.09%,39.91%,20.18%,20.18%,26.35%,4348,2561,62.93%,37.07%,25.86%,25.86%,23.38%,-5.68%,2.97%,-4.52%,3.93%
Texas,Callahan,"Callahan, TX ",4589,1063,81.19%,18.81%,62.38%,30.00%,68.55%,4542,1073,80.89%,19.11%,61.78%,30.00%,59.29%,0.60%,9.26%,0.37%,8.82%
Texas,Cameron,"Cameron, TX ",26641,48401,35.50%,64.50%,-29.00%,-29.00%,-22.83%,34801,33998,50.58%,49.42%,1.17%,1.17%,-1.32%,-30.16%,-21.51%,-29.82%,-21.37%
Texas,Camp,"Camp, TX ",2794,1733,61.72%,38.28%,23.44%,23.44%,29.60%,2638,1778,59.74%,40.26%,19.47%,19.47%,16.99%,3.96%,12.62%,3.32%,11.76%
Texas,Carson,"Carson, TX ",2547,406,86.25%,13.75%,72.50%,30.00%,78.67%,2450,485,83.48%,16.52%,66.95%,30.00%,64.46%,5.55%,14.21%,3.33%,11.77%
Texas,Cass,"Cass, TX ",8276,3489,70.34%,29.66%,40.69%,30.00%,46.85%,7383,4630,61.46%,38.54%,22.92%,22.92%,20.43%,17.77%,26.43%,14.46%,22.90%
Texas,Castro,"Castro, TX ",1561,719,68.46%,31.54%,36.93%,30.00%,43.10%,1794,631,73.98%,26.02%,47.96%,30.00%,45.47%,-11.03%,-2.38%,-7.45%,0.99%
Texas,Chambers,"Chambers, TX ",9966,3185,75.78%,24.22%,51.56%,30.00%,57.73%,8618,2953,74.48%,25.52%,48.96%,30.00%,46.47%,2.60%,11.26%,1.75%,10.19%
Texas,Cherokee,"Cherokee, TX ",11693,4605,71.74%,28.26%,43.49%,30.00%,49.66%,11329,4439,71.85%,28.15%,43.70%,30.00%,41.21%,-0.21%,8.45%,-0.14%,8.30%
Texas,Childress,"Childress, TX ",1782,497,78.19%,21.81%,56.38%,30.00%,62.55%,1629,511,76.12%,23.88%,52.24%,30.00%,49.76%,4.14%,12.79%,2.72%,11.16%
Texas,Clay,"Clay, TX ",4213,1085,79.52%,20.48%,59.04%,30.00%,65.21%,3971,1299,75.35%,24.65%,50.70%,30.00%,48.21%,8.34%,16.99%,5.53%,13.98%
Texas,Cochran,"Cochran, TX ",758,284,72.74%,27.26%,45.49%,30.00%,51.65%,856,249,77.47%,22.53%,54.93%,30.00%,52.44%,-9.44%,-0.79%,-6.09%,2.35%
Texas,Coke,"Coke, TX ",1252,297,80.83%,19.17%,61.65%,30.00%,67.82%,1338,266,83.42%,16.58%,66.83%,30.00%,64.34%,-5.18%,3.47%,-3.11%,5.34%
Texas,Coleman,"Coleman, TX ",3011,643,82.40%,17.60%,64.81%,30.00%,70.97%,3035,778,79.60%,20.40%,59.19%,30.00%,56.70%,5.61%,14.27%,3.53%,11.97%
Texas,Collin,"Collin, TX ",184116,108208,62.98%,37.02%,25.97%,25.97%,32.13%,174435,68935,71.67%,28.33%,43.35%,30.00%,40.86%,-17.38%,-8.73%,-12.13%,-3.68%
Texas,Collingsworth,"Collingsworth, TX ",1052,292,78.27%,21.73%,56.55%,30.00%,62.71%,1051,346,75.23%,24.77%,50.47%,30.00%,47.98%,6.08%,14.74%,4.04%,12.49%
Texas,Colorado,"Colorado, TX ",5790,2503,69.82%,30.18%,39.64%,30.00%,45.80%,5488,2161,71.75%,28.25%,43.50%,30.00%,41.01%,-3.86%,4.79%,-2.69%,5.75%
Texas,Comal,"Comal, TX ",35203,12365,74.01%,25.99%,48.01%,30.00%,54.18%,31574,9153,77.53%,22.47%,55.05%,30.00%,52.56%,-7.04%,1.61%,-4.54%,3.90%
Texas,Comanche,"Comanche, TX ",3807,1339,73.98%,26.02%,47.96%,30.00%,54.13%,3813,1431,72.71%,27.29%,45.42%,30.00%,42.94%,2.54%,11.19%,1.74%,10.19%
Texas,Concho,"Concho, TX ",807,257,75.85%,24.15%,51.69%,30.00%,57.86%,911,270,77.14%,22.86%,54.28%,30.00%,51.79%,-2.58%,6.07%,-1.68%,6.77%
Texas,Cooke,"Cooke, TX ",11871,3051,79.55%,20.45%,59.11%,30.00%,65.27%,11908,3142,79.12%,20.88%,58.25%,30.00%,55.76%,0.86%,9.51%,0.54%,8.99%
Texas,Coryell,"Coryell, TX ",11537,6611,63.57%,36.43%,27.14%,27.14%,33.31%,12421,5122,70.80%,29.20%,41.61%,30.00%,39.12%,-14.46%,-5.81%,-10.21%,-1.77%
Texas,Cottle,"Cottle, TX ",509,187,73.13%,26.87%,46.26%,30.00%,52.43%,549,214,71.95%,28.05%,43.91%,30.00%,41.42%,2.36%,11.01%,1.64%,10.08%
Texas,Crane,"Crane, TX ",1119,319,77.82%,22.18%,55.63%,30.00%,61.80%,1314,254,83.80%,16.20%,67.60%,30.00%,65.11%,-11.97%,-3.32%,-7.14%,1.30%
Texas,Crockett,"Crockett, TX ",1026,512,66.71%,33.29%,33.42%,30.00%,39.59%,1248,473,72.52%,27.48%,45.03%,30.00%,42.54%,-11.61%,-2.96%,-8.01%,0.44%
Texas,Crosby,"Crosby, TX ",1221,684,64.09%,35.91%,28.19%,28.19%,34.35%,1647,622,72.59%,27.41%,45.17%,30.00%,42.69%,-16.99%,-8.33%,-11.70%,-3.26%
Texas,Culberson,"Culberson, TX ",267,510,34.36%,65.64%,-31.27%,-30.00%,-25.11%,407,375,52.05%,47.95%,4.09%,4.09%,1.60%,-35.37%,-26.71%,-33.98%,-25.53%
Texas,Dallam,"Dallam, TX ",1267,302,80.75%,19.25%,61.50%,30.00%,67.67%,1473,305,82.85%,17.15%,65.69%,30.00%,63.20%,-4.19%,4.47%,-2.53%,5.92%
Texas,Dallas,"Dallas, TX ",309477,424468,42.17%,57.83%,-15.67%,-15.67%,-9.50%,346246,336641,50.70%,49.30%,1.41%,1.41%,-1.08%,-17.07%,-8.42%,-16.84%,-8.39%
Texas,Dawson,"Dawson, TX ",2894,1135,71.83%,28.17%,43.66%,30.00%,49.82%,3419,1114,75.42%,24.58%,50.85%,30.00%,48.36%,-7.19%,1.46%,-4.77%,3.68%
Texas,DeWitt,"De Witt, TX ",4888,1715,74.03%,25.97%,48.05%,30.00%,54.22%,5100,1610,76.01%,23.99%,52.01%,30.00%,49.52%,-3.96%,4.70%,-2.60%,5.84%
Texas,Deaf Smith,"Deaf Smith, TX ",3456,1246,73.50%,26.50%,47.00%,30.00%,53.17%,4139,1133,78.51%,21.49%,57.02%,30.00%,54.53%,-10.02%,-1.36%,-6.38%,2.06%
Texas,Delta,"Delta, TX ",1580,589,72.84%,27.16%,45.69%,30.00%,51.85%,1447,627,69.77%,30.23%,39.54%,30.00%,37.05%,6.15%,14.81%,4.41%,12.85%
Texas,Denton,"Denton, TX ",149592,90830,62.22%,37.78%,24.44%,24.44%,30.61%,140891,59346,70.36%,29.64%,40.72%,30.00%,38.24%,-16.28%,-7.63%,-11.57%,-3.13%
Texas,Dickens,"Dickens, TX ",730,234,75.73%,24.27%,51.45%,30.00%,57.62%,815,245,76.89%,23.11%,53.77%,30.00%,51.29%,-2.32%,6.33%,-1.51%,6.93%
Texas,Dimmit,"Dimmit, TX ",874,2692,24.51%,75.49%,-50.98%,-30.00%,-44.82%,1188,2365,33.44%,66.56%,-33.13%,-30.00%,-35.61%,-17.85%,-9.20%,-26.70%,-18.26%
Texas,Donley,"Donley, TX ",1370,291,82.48%,17.52%,64.96%,30.00%,71.13%,1429,349,80.37%,19.63%,60.74%,30.00%,58.25%,4.22%,12.87%,2.62%,11.07%
Texas,Duval,"Duval, TX ",1076,3298,24.60%,75.40%,-50.80%,-30.00%,-44.63%,1160,2916,28.46%,71.54%,-43.08%,-30.00%,-45.57%,-7.72%,0.93%,-13.56%,-5.12%
Texas,Eastland,"Eastland, TX ",5163,1271,80.25%,19.75%,60.49%,30.00%,66.66%,5249,1582,76.84%,23.16%,53.68%,30.00%,51.19%,6.81%,15.46%,4.43%,12.87%
Texas,Ector,"Ector, TX ",26190,9118,74.18%,25.82%,48.35%,30.00%,54.52%,27502,8579,76.22%,23.78%,52.45%,30.00%,49.96%,-4.09%,4.56%,-2.69%,5.76%
Texas,Edwards,"Edwards, TX ",673,346,66.05%,33.95%,32.09%,30.00%,38.26%,745,217,77.44%,22.56%,54.89%,30.00%,52.40%,-22.80%,-14.14%,-14.72%,-6.27%
Texas,Ellis,"El Paso, TX ",38046,15315,71.30%,28.70%,42.60%,30.00%,48.76%,34602,11640,74.83%,25.17%,49.66%,30.00%,47.17%,-7.06%,1.60%,-4.72%,3.73%
Texas,El Paso,"Ellis, TX ",61598,121589,33.63%,66.37%,-32.75%,-30.00%,-26.58%,73261,95142,43.50%,56.50%,-12.99%,-12.99%,-15.48%,-19.76%,-11.10%,-22.71%,-14.26%
Texas,Erath,"Erath, TX ",10757,3126,77.48%,22.52%,54.97%,30.00%,61.13%,9506,2710,77.82%,22.18%,55.63%,30.00%,53.14%,-0.67%,7.99%,-0.43%,8.02%
Texas,Falls,"Falls, TX ",2975,1958,60.31%,39.69%,20.62%,20.62%,26.78%,3454,2427,58.73%,41.27%,17.46%,17.46%,14.98%,3.15%,11.81%,2.68%,11.13%
Texas,Fannin,"Fannin, TX ",8090,3464,70.02%,29.98%,40.04%,30.00%,46.20%,7893,4001,66.36%,33.64%,32.72%,30.00%,30.23%,7.32%,15.97%,5.51%,13.96%
Texas,Fayette,"Fayette, TX ",7572,3009,71.56%,28.44%,43.12%,30.00%,49.29%,7527,2803,72.87%,27.13%,45.73%,30.00%,43.24%,-2.61%,6.05%,-1.79%,6.65%
Texas,Fisher,"Fisher, TX ",1083,687,61.19%,38.81%,22.37%,22.37%,28.54%,1161,758,60.50%,39.50%,21.00%,21.00%,18.51%,1.37%,10.03%,1.13%,9.58%
Texas,Floyd,"Floyd, TX ",1784,729,70.99%,29.01%,41.98%,30.00%,48.15%,2032,545,78.85%,21.15%,57.70%,30.00%,55.21%,-15.72%,-7.07%,-9.97%,-1.53%
Texas,Foard,"Foard, TX ",327,208,61.12%,38.88%,22.24%,22.24%,28.41%,347,235,59.62%,40.38%,19.24%,19.24%,16.76%,3.00%,11.65%,2.52%,10.96%
Texas,Fort Bend,"Fort Bend, TX ",102846,98136,51.17%,48.83%,2.34%,2.34%,8.51%,93625,68722,57.67%,42.33%,15.34%,15.34%,12.85%,-13.00%,-4.34%,-11.27%,-2.82%
Texas,Franklin,"Franklin, TX ",3394,1094,75.62%,24.38%,51.25%,30.00%,57.41%,3185,1011,75.91%,24.09%,51.81%,30.00%,49.32%,-0.56%,8.09%,-0.37%,8.07%
Texas,Freestone,"Freestone, TX ",5201,2032,71.91%,28.09%,43.81%,30.00%,49.98%,5057,2070,70.96%,29.04%,41.91%,30.00%,39.42%,1.90%,10.56%,1.34%,9.78%
Texas,Frio,"Frio, TX ",2405,1644,59.40%,40.60%,18.79%,18.79%,24.96%,1991,1931,50.76%,49.24%,1.53%,1.53%,-0.96%,17.26%,25.92%,17.00%,25.45%
Texas,Gaines,"Gaines, TX ",3385,650,83.89%,16.11%,67.78%,30.00%,73.95%,3540,608,85.34%,14.66%,70.68%,30.00%,68.20%,-2.90%,5.75%,-1.70%,6.74%
Texas,Galveston,"Galveston, TX ",61844,41543,59.82%,40.18%,19.64%,19.64%,25.80%,61290,43919,58.26%,41.74%,16.51%,16.51%,14.02%,3.12%,11.78%,2.68%,11.13%
Texas,Garza,"Garza, TX ",1355,375,78.32%,21.68%,56.65%,30.00%,62.81%,1480,326,81.95%,18.05%,63.90%,30.00%,61.41%,-7.25%,1.40%,-4.42%,4.02%
Texas,Gillespie,"Gillespie, TX ",9559,2570,78.81%,21.19%,57.62%,30.00%,63.79%,9297,2104,81.55%,18.45%,63.09%,30.00%,60.60%,-5.47%,3.18%,-3.35%,5.09%
Texas,Glasscock,"Glasscock, TX ",502,52,90.61%,9.39%,81.23%,30.00%,87.39%,488,44,91.73%,8.27%,83.46%,30.00%,80.97%,-2.23%,6.42%,-1.22%,7.23%
Texas,Goliad,"Goliad, TX ",2298,1329,63.36%,36.64%,26.72%,26.72%,32.88%,2267,1219,65.03%,34.97%,30.06%,30.00%,27.58%,-3.35%,5.31%,-2.57%,5.87%
Texas,Gonzales,"Gonzales, TX ",4062,2158,65.31%,34.69%,30.61%,30.00%,36.78%,4291,1709,71.52%,28.48%,43.03%,30.00%,40.55%,-12.42%,-3.77%,-8.68%,-0.24%
Texas,Gray,"Gray, TX ",6920,1153,85.72%,14.28%,71.44%,30.00%,77.60%,7260,1289,84.92%,15.08%,69.84%,30.00%,67.36%,1.59%,10.24%,0.94%,9.38%
Texas,Grayson,"Grayson, TX ",31122,13892,69.14%,30.86%,38.28%,30.00%,44.44%,30777,13452,69.59%,30.41%,39.17%,30.00%,36.68%,-0.89%,7.76%,-0.64%,7.80%
Texas,Gregg,"Gregg, TX ",29159,13130,68.95%,31.05%,37.90%,30.00%,44.07%,29939,12306,70.87%,29.13%,41.74%,30.00%,39.25%,-3.84%,4.82%,-2.71%,5.74%
Texas,Grimes,"Grimes, TX ",5561,2704,67.28%,32.72%,34.57%,30.00%,40.73%,5263,2713,65.99%,34.01%,31.97%,30.00%,29.48%,2.60%,11.25%,1.97%,10.41%
